-1_pp1_compt0,-1_pp1_compt0_smooth,time,mean_pp1_-1,std_pp1_-1,mean_pp1_-1_smooth,std_pp1_-1_smooth
0,0.0,10800,0.0,0.0,0.0,0.0
0,0.0,10860,0.0,0.0,0.0,0.0
0,0.0,10920,0.0,0.0,0.0,0.0
0,0.0,10980,0.0,0.0,0.0,0.0
0,0.0,11040,0.0,0.0,0.0,0.0
0,0.0,11100,0.0,0.0,0.0,0.0
0,0.0,11160,0.0,0.0,0.0,0.0
0,0.0,11220,0.0,0.0,0.0,0.0
0,0.0,11280,0.0,0.0,0.0,0.0
0,0.0,11340,0.0,0.0,0.0,0.0
0,0.0,11400,0.0,0.0,0.0,0.0
0,0.0,11460,0.0,0.0,0.0,0.0
0,0.0,11520,0.0,0.0,0.0,0.0
0,0.0,11580,0.0,0.0,0.0,0.0
0,0.0,11640,0.0,0.0,0.0,0.0
0,0.0,11700,0.0,0.0,0.0,0.0
0,0.016666666666666666,11760,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,11820,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,11880,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,11940,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12000,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12060,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12120,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12180,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12240,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12300,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12360,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12420,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12480,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12540,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12600,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12660,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,12720,0.0,0.0,0.016666666666666666,0.0
0,0.03333333333333333,12780,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,12840,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,12900,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,12960,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13020,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13080,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13140,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13200,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13260,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13320,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13380,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13440,0.0,0.0,0.03333333333333333,0.0
1,0.03333333333333333,13500,1.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13560,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13620,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13680,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13740,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13800,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13860,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13920,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,13980,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14040,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14100,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14160,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14220,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14280,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14340,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14400,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14460,0.0,0.0,0.03333333333333333,0.0
1,0.03333333333333333,14520,1.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14580,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14640,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14700,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14760,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14820,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14880,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,14940,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,15000,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,15060,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,15120,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,15180,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,15240,0.0,0.0,0.03333333333333333,0.0
0,0.03333333333333333,15300,0.0,0.0,0.03333333333333333,0.0
0,0.016666666666666666,15360,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15420,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15480,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15540,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15600,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15660,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15720,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15780,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15840,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15900,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,15960,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,16020,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,16080,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,16140,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,16200,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,16260,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,16320,0.0,0.0,0.016666666666666666,0.0
0,0.0,16380,0.0,0.0,0.0,0.0
0,0.0,16440,0.0,0.0,0.0,0.0
0,0.0,16500,0.0,0.0,0.0,0.0
0,0.0,16560,0.0,0.0,0.0,0.0
0,0.0,16620,0.0,0.0,0.0,0.0
0,0.0,16680,0.0,0.0,0.0,0.0
0,0.0,16740,0.0,0.0,0.0,0.0
0,0.0,16800,0.0,0.0,0.0,0.0
0,0.0,16860,0.0,0.0,0.0,0.0
0,0.0,16920,0.0,0.0,0.0,0.0
0,0.0,16980,0.0,0.0,0.0,0.0
0,0.0,17040,0.0,0.0,0.0,0.0
0,0.0,17100,0.0,0.0,0.0,0.0
0,0.0,17160,0.0,0.0,0.0,0.0
0,0.0,17220,0.0,0.0,0.0,0.0
0,0.0,17280,0.0,0.0,0.0,0.0
0,0.0,17340,0.0,0.0,0.0,0.0
0,0.0,17400,0.0,0.0,0.0,0.0
0,0.0,17460,0.0,0.0,0.0,0.0
0,0.0,17520,0.0,0.0,0.0,0.0
0,0.0,17580,0.0,0.0,0.0,0.0
0,0.0,17640,0.0,0.0,0.0,0.0
0,0.0,17700,0.0,0.0,0.0,0.0
0,0.0,17760,0.0,0.0,0.0,0.0
0,0.0,17820,0.0,0.0,0.0,0.0
0,0.0,17880,0.0,0.0,0.0,0.0
0,0.0,17940,0.0,0.0,0.0,0.0
0,0.0,18000,0.0,0.0,0.0,0.0
0,0.0,18060,0.0,0.0,0.0,0.0
0,0.0,18120,0.0,0.0,0.0,0.0
0,0.0,18180,0.0,0.0,0.0,0.0
0,0.0,18240,0.0,0.0,0.0,0.0
0,0.0,18300,0.0,0.0,0.0,0.0
0,0.0,18360,0.0,0.0,0.0,0.0
0,0.0,18420,0.0,0.0,0.0,0.0
0,0.0,18480,0.0,0.0,0.0,0.0
0,0.0,18540,0.0,0.0,0.0,0.0
0,0.0,18600,0.0,0.0,0.0,0.0
0,0.0,18660,0.0,0.0,0.0,0.0
0,0.0,18720,0.0,0.0,0.0,0.0
0,0.0,18780,0.0,0.0,0.0,0.0
0,0.0,18840,0.0,0.0,0.0,0.0
0,0.0,18900,0.0,0.0,0.0,0.0
0,0.0,18960,0.0,0.0,0.0,0.0
0,0.0,19020,0.0,0.0,0.0,0.0
0,0.0,19080,0.0,0.0,0.0,0.0
0,0.0,19140,0.0,0.0,0.0,0.0
0,0.0,19200,0.0,0.0,0.0,0.0
0,0.0,19260,0.0,0.0,0.0,0.0
0,0.0,19320,0.0,0.0,0.0,0.0
0,0.016666666666666666,19380,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19440,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19500,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19560,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19620,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19680,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19740,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19800,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19860,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19920,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,19980,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20040,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20100,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20160,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20220,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20280,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20340,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20400,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20460,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20520,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20580,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20640,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20700,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20760,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20820,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20880,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,20940,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21000,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21060,0.0,0.0,0.016666666666666666,0.0
1,0.016666666666666666,21120,1.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21180,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21240,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21300,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21360,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21420,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21480,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21540,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21600,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21660,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21720,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21780,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21840,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21900,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,21960,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22020,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22080,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22140,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22200,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22260,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22320,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22380,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22440,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22500,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22560,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22620,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22680,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22740,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22800,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,22860,0.0,0.0,0.016666666666666666,0.0
0,0.03333333333333333,22920,0.0,0.0,0.03333333333333333,0.0
0,0.016666666666666666,22980,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23040,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23100,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23160,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23220,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23280,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23340,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23400,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23460,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23520,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23580,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23640,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23700,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23760,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23820,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23880,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,23940,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24000,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24060,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24120,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24180,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24240,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24300,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24360,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24420,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24480,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24540,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24600,0.0,0.0,0.016666666666666666,0.0
1,0.016666666666666666,24660,1.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24720,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24780,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24840,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24900,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,24960,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25020,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25080,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25140,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25200,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25260,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25320,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25380,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25440,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25500,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25560,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25620,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25680,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25740,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25800,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25860,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25920,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,25980,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26040,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26100,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26160,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26220,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26280,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26340,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26400,0.0,0.0,0.016666666666666666,0.0
0,0.016666666666666666,26460,0.0,0.0,0.016666666666666666,0.0
0,0.0,26520,0.0,0.0,0.0,0.0
0,0.0,26580,0.0,0.0,0.0,0.0
0,0.0,26640,0.0,0.0,0.0,0.0
0,0.0,26700,0.0,0.0,0.0,0.0
0,0.0,26760,0.0,0.0,0.0,0.0
0,0.0,26820,0.0,0.0,0.0,0.0
0,0.0,26880,0.0,0.0,0.0,0.0
0,0.0,26940,0.0,0.0,0.0,0.0
0,0.0,27000,0.0,0.0,0.0,0.0
0,0.0,27060,0.0,0.0,0.0,0.0
0,0.0,27120,0.0,0.0,0.0,0.0
0,0.0,27180,0.0,0.0,0.0,0.0
0,0.0,27240,0.0,0.0,0.0,0.0
0,0.0,27300,0.0,0.0,0.0,0.0
0,0.0,27360,0.0,0.0,0.0,0.0
0,0.0,27420,0.0,0.0,0.0,0.0
0,0.0,27480,0.0,0.0,0.0,0.0
0,0.0,27540,0.0,0.0,0.0,0.0
0,0.0,27600,0.0,0.0,0.0,0.0
0,0.0,27660,0.0,0.0,0.0,0.0
0,0.0,27720,0.0,0.0,0.0,0.0
0,0.0,27780,0.0,0.0,0.0,0.0
0,0.0,27840,0.0,0.0,0.0,0.0
0,0.0,27900,0.0,0.0,0.0,0.0
0,0.0,27960,0.0,0.0,0.0,0.0
0,0.0,28020,0.0,0.0,0.0,0.0
0,0.0,28080,0.0,0.0,0.0,0.0
0,0.0,28140,0.0,0.0,0.0,0.0
0,0.0,28200,0.0,0.0,0.0,0.0
0,0.0,28260,0.0,0.0,0.0,0.0
0,0.0,28320,0.0,0.0,0.0,0.0
0,0.0,28380,0.0,0.0,0.0,0.0
0,0.0,28440,0.0,0.0,0.0,0.0
0,0.0,28500,0.0,0.0,0.0,0.0
0,0.0,28560,0.0,0.0,0.0,0.0
0,0.0,28620,0.0,0.0,0.0,0.0
0,0.0,28680,0.0,0.0,0.0,0.0
0,0.0,28740,0.0,0.0,0.0,0.0
0,0.0,28800,0.0,0.0,0.0,0.0
0,0.0,28860,0.0,0.0,0.0,0.0
0,0.0,28920,0.0,0.0,0.0,0.0
0,0.0,28980,0.0,0.0,0.0,0.0
0,0.0,29040,0.0,0.0,0.0,0.0
